concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path,amount,unit,is_main,description,step_number,methods,tools,time_estimate
201000804,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,淡奶油降温至 40 度，加入原味酸奶，搅拌均匀,4.0,搅拌,"锅,打蛋器",
201000805,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,将上述步骤得到的混合物过两遍筛网,5.0,过滤,"筛网,碗",
201000806,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,分装入合适的容器，放入冰箱冷藏 4 小时以上,6.0,冷藏,"容器,冰箱",4小时以上
201000807,Recipe,雪花酥,雪花酥 (Recipe),雪花酥,[],甜品,3.0,,,30分钟,,棉花糖加热时间越长，最后成品越硬,dishes\dessert\雪花酥\雪花酥.md,,,,,,,,
201000808,Ingredient,无盐黄油,无盐黄油 (Ingredient),无盐黄油,[],其他,,,,,,,,20,g,False,,,,,
201000809,Ingredient,棉花糖,棉花糖 (Ingredient),棉花糖,[],其他,,,,,,,,75,g,True,,,,,
201000810,Ingredient,全脂奶粉,全脂奶粉 (Ingredient),全脂奶粉,[],蛋白质,,,,,,,,40,g,False,,,,,
201000811,Ingredient,混合坚果,混合坚果 (Ingredient),混合坚果,[],其他,,,,,,,,60,g,True,,,,,
201000812,Ingredient,饼干,饼干 (Ingredient),饼干,[],淀粉类,,,,,,,,75,g,True,,,,,
201000813,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,饼干超过一元硬币大小先切成小块,1.0,切,"刀,案板",
201000814,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,无盐黄油加入锅中，小火加热至无盐黄油完全融化,2.0,加热,不粘平底锅,
201000815,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,棉花糖加入锅中，使用刮刀搅拌，直至棉花糖融化并与无盐黄油均匀融合,3.0,"搅拌,加热","不粘平底锅,烘焙刮刀",
201000816,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,20g 奶粉加入锅中，使用刮刀搅拌，奶粉与黄油棉花糖混合物搅拌均匀后立即关火,4.0,搅拌,"不粘平底锅,烘焙刮刀",
201000817,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,准备好的所有混合坚果与饼干趁热加入锅中，使用刮刀搅拌,5.0,搅拌,"不粘平底锅,烘焙刮刀",
201000818,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,搅拌到温度下降到手可以接触的温度后，戴上一次塑料手套，在锅中搓揉或者双手拿起拉扯，让饼干混合坚果与棉花糖黄油奶粉混合物分散均匀。,6.0,"揉,拉扯",一次性塑料手套,
201000819,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,将上述步骤混合物压入模具中，边角压实，擀面杖擀平，未满的一边用手尽量压成直边,7.0,"压,擀","雪花酥模具,擀面杖",
201000820,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,室温放凉，完全冷却后脱模，按照模具纹路切块，或切成自己喜欢的大小，撒上剩余奶粉，尽量使雪花酥每面都沾上奶粉,8.0,"放凉,切,撒",刀,
