relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000084,201000593,201000594,801000001,125,ml,
R_000085,201000593,201000595,801000001,250,ml,
R_000086,201000593,201000596,801000001,35,ml,
R_000087,201000593,201000597,801000001,50,ml,
R_000088,201000593,201000598,801000001,10,g,
R_000089,201000593,201000599,801000001,适量,g,
R_000090,201000593,201000600,801000003,,,1.0
R_000091,201000593,201000601,801000003,,,2.0
R_000092,201000593,201000602,801000003,,,3.0
R_000093,201000593,201000603,801000003,,,4.0
R_000094,201000593,201000604,801000003,,,5.0
R_000095,201000593,201000605,801000003,,,6.0
R_000096,201000593,201000606,801000003,,,7.0
R_000097,201000593,201000607,801000003,,,8.0
R_000098,201000593,770000000,801000004,,,
R_000099,201000593,640000000,801000005,,,
R_000100,201000608,201000609,801000001,6,块,
R_000101,201000608,201000610,801000001,18,克,
R_000102,201000608,201000611,801000001,250,毫升,
R_000103,201000608,201000612,801000003,,,1.0
R_000104,201000608,201000613,801000003,,,2.0
R_000105,201000608,201000614,801000003,,,3.0
R_000106,201000608,201000615,801000003,,,4.0
R_000107,201000608,201000616,801000003,,,5.0
R_000108,201000608,201000617,801000003,,,6.0
R_000109,201000608,201000618,801000003,,,7.0
R_000110,201000608,770000000,801000004,,,
R_000111,201000608,630000000,801000005,,,
R_000112,201000619,201000620,801000001,3(6寸)/5(8寸),个,
R_000113,201000619,201000621,801000001,50(6寸)/80(8寸),克,
R_000114,201000619,201000622,801000001,25(6寸)/40(8寸),克,
R_000115,201000619,201000623,801000001,30(6寸)/50(8寸),克,
R_000116,201000619,201000624,801000001,50(6寸)/90(8寸),克,
R_000117,201000619,201000625,801000001,适量,滴,
R_000118,201000619,201000626,801000003,,,1.0
R_000119,201000619,201000627,801000003,,,2.0
R_000120,201000619,201000628,801000003,,,3.0
R_000121,201000619,201000629,801000003,,,4.0
R_000122,201000619,201000630,801000003,,,5.0
R_000123,201000619,201000631,801000003,,,6.0
R_000124,201000619,770000000,801000004,,,
R_000125,201000619,650000000,801000005,,,
R_000126,201000632,201000633,801000001,450,g,
R_000127,201000632,201000634,801000001,1,包,
R_000128,201000632,201000635,801000001,350,ml,
R_000129,201000632,201000636,801000001,4,个,
R_000130,201000632,201000637,801000001,50,g,
R_000131,201000632,201000638,801000001,10,g,
R_000132,201000632,201000639,801000001,35,ml,
R_000133,201000632,201000640,801000003,,,1.0
R_000134,201000632,201000641,801000003,,,2.0
R_000135,201000632,201000642,801000003,,,3.0
R_000136,201000632,201000643,801000003,,,4.0
R_000137,201000632,201000644,801000003,,,5.0
R_000138,201000632,201000645,801000003,,,6.0
R_000139,201000632,201000646,801000003,,,7.0
R_000140,201000632,201000647,801000003,,,8.0
R_000141,201000632,201000648,801000003,,,9.0
R_000142,201000632,201000649,801000003,,,10.0
R_000143,201000632,770000000,801000004,,,
R_000144,201000632,640000000,801000005,,,
R_000001,201000650,201000651,801000001,400,g,
R_000002,201000650,201000652,801000001,200,g,
R_000003,201000650,201000653,801000001,4,g,
R_000004,201000650,201000654,801000001,1,个,
R_000005,201000650,201000655,801000001,70,g,
R_000006,201000650,201000656,801000001,2,g,
R_000007,201000650,201000657,801000001,30,g,
R_000008,201000650,201000658,801000001,20,g,
R_000009,201000650,201000659,801000001,20,g,
R_000010,201000650,201000660,801000001,适量,,
R_000011,201000650,201000661,801000001,适量,,
R_000012,201000650,201000662,801000001,适量,,
R_000013,201000650,201000663,801000003,,,1.0
R_000014,201000650,201000664,801000003,,,2.0
R_000015,201000650,201000665,801000003,,,3.0
R_000016,201000650,201000666,801000003,,,4.0
R_000017,201000650,201000667,801000003,,,5.0
R_000018,201000650,201000668,801000003,,,6.0
R_000019,201000650,201000669,801000003,,,7.0
R_000020,201000650,201000670,801000003,,,8.0
R_000021,201000650,201000671,801000003,,,9.0
R_000022,201000650,201000672,801000003,,,10.0
R_000023,201000650,201000673,801000003,,,11.0
R_000024,201000650,201000674,801000003,,,12.0
R_000025,201000650,201000675,801000003,,,13.0
R_000026,201000650,201000676,801000003,,,14.0
R_000027,201000650,201000677,801000003,,,15.0
R_000028,201000650,770000000,801000004,,,
R_000029,201000650,740000000,801000004,,,
R_000030,201000650,650000000,801000005,,,
R_000031,201000678,201000679,801000001,250,g,
R_000032,201000678,201000680,801000001,30,g,
R_000033,201000678,201000681,801000001,100,g,
R_000034,201000678,201000682,801000001,2,个,
R_000035,201000678,201000683,801000001,30,g,
R_000036,201000678,201000684,801000001,适量,,
R_000037,201000678,201000685,801000003,,,1.0
R_000038,201000678,201000686,801000003,,,2.0
R_000039,201000678,201000687,801000003,,,3.0
R_000040,201000678,201000688,801000003,,,4.0
R_000041,201000678,201000689,801000003,,,5.0
R_000042,201000678,201000690,801000003,,,6.0
R_000043,201000678,201000691,801000003,,,7.0
R_000044,201000678,201000692,801000003,,,8.0
R_000045,201000678,201000693,801000003,,,9.0
R_000046,201000678,201000694,801000003,,,10.0
R_000047,201000678,201000695,801000003,,,11.0
R_000048,201000678,201000696,801000003,,,12.0
R_000049,201000678,201000697,801000003,,,13.0
R_000050,201000678,770000000,801000004,,,
R_000051,201000678,630000000,801000005,,,
R_000052,201000698,201000699,801000001,30,只,
R_000053,201000698,201000700,801000001,8,个,
R_000054,201000698,201000701,801000001,200,毫升,
R_000055,201000698,201000702,801000001,450,毫升,
R_000056,201000698,201000703,801000001,80,克,
R_000057,201000698,201000704,801000003,,,1.0
R_000058,201000698,201000705,801000003,,,2.0
R_000059,201000698,201000706,801000003,,,3.0
R_000060,201000698,201000707,801000003,,,4.0
R_000061,201000698,201000708,801000003,,,5.0
R_000062,201000698,201000709,801000003,,,6.0
R_000063,201000698,201000710,801000003,,,7.0
R_000064,201000698,201000711,801000003,,,8.0
R_000065,201000698,201000712,801000003,,,9.0
R_000066,201000698,201000713,801000003,,,10.0
R_000067,201000698,201000714,801000003,,,11.0
R_000068,201000698,201000715,801000003,,,12.0
R_000069,201000698,770000000,801000004,,,
R_000070,201000698,640000000,801000005,,,
R_000071,201000716,201000717,801000001,1,个,
R_000072,201000716,201000718,801000001,50,克,
R_000073,201000716,201000719,801000001,20,克,
R_000074,201000716,201000720,801000001,1,克,
R_000075,201000716,201000721,801000001,50,克,
R_000076,201000716,201000722,801000001,50,克,
R_000077,201000716,201000723,801000003,,,1.0
R_000078,201000716,201000724,801000003,,,2.0
R_000079,201000716,201000725,801000003,,,3.0
R_000080,201000716,201000726,801000003,,,4.0
R_000081,201000716,201000727,801000003,,,5.0
R_000082,201000716,201000728,801000003,,,6.0
R_000083,201000716,201000729,801000003,,,7.0
R_000084,201000716,770000000,801000004,,,
R_000085,201000716,630000000,801000005,,,
R_000086,201000730,201000731,801000001,2,个,
R_000087,201000730,201000732,801000001,80,g,
R_000088,201000730,201000733,801000001,20,g,
R_000089,201000730,201000734,801000001,15,ml,
R_000090,201000730,201000735,801000001,80,ml,
R_000091,201000730,201000736,801000001,15,g,
R_000092,201000730,201000737,801000003,,,1.0
R_000093,201000730,201000738,801000003,,,2.0
R_000094,201000730,201000739,801000003,,,3.0
R_000095,201000730,201000740,801000003,,,4.0
R_000096,201000730,201000741,801000003,,,5.0
R_000097,201000730,201000742,801000003,,,6.0
R_000098,201000730,201000743,801000003,,,7.0
R_000099,201000730,201000744,801000003,,,8.0
R_000100,201000730,201000745,801000003,,,9.0
R_000101,201000730,201000746,801000003,,,10.0
R_000102,201000730,770000000,801000004,,,
R_000103,201000730,630000000,801000005,,,
R_000104,201000747,201000748,801000001,200,g,
R_000105,201000747,201000749,801000001,3,g,
R_000106,201000747,201000750,801000001,165,g,
R_000107,201000747,201000751,801000001,125,g,
R_000108,201000747,201000752,801000001,22,g,
R_000109,201000747,201000753,801000001,30,g,
R_000110,201000747,201000754,801000001,145,g,
R_000111,201000747,201000755,801000001,26,g,
R_000112,201000747,201000756,801000003,,,1.0
R_000113,201000747,201000757,801000003,,,2.0
R_000114,201000747,201000758,801000003,,,3.0
R_000115,201000747,201000759,801000003,,,4.0
R_000116,201000747,201000760,801000003,,,5.0
R_000117,201000747,201000761,801000003,,,6.0
R_000118,201000747,201000762,801000003,,,7.0
R_000119,201000747,201000763,801000003,,,8.0
R_000120,201000747,201000764,801000003,,,9.0
R_000121,201000747,201000765,801000003,,,10.0
R_000122,201000747,770000000,801000004,,,
R_000123,201000747,650000000,801000005,,,
R_000124,201000766,201000767,801000001,40,g,
R_000125,201000766,201000768,801000001,180,g,
R_000126,201000766,201000769,801000001,30,g,
R_000127,201000766,201000770,801000001,1,g,
R_000128,201000766,201000771,801000001,5,g,
R_000129,201000766,201000772,801000001,1,个,
R_000130,201000766,201000773,801000001,45,g,
R_000131,201000766,201000774,801000001,50,g,
R_000132,201000766,201000775,801000003,,,1.0
R_000133,201000766,201000776,801000003,,,2.0
R_000134,201000766,201000777,801000003,,,3.0
R_000135,201000766,201000778,801000003,,,4.0
R_000136,201000766,201000779,801000003,,,5.0
R_000137,201000766,201000780,801000003,,,6.0
R_000138,201000766,201000781,801000003,,,7.0
R_000139,201000766,770000000,801000004,,,
R_000140,201000766,630000000,801000005,,,
R_000141,201000782,201000783,801000001,500,克,
R_000142,201000782,201000784,801000001,45,克,
R_000143,201000782,201000785,801000001,6,克,
R_000144,201000782,201000786,801000001,2,克,
R_000145,201000782,201000787,801000001,6,克,
R_000146,201000782,201000788,801000001,400,克,
R_000147,201000782,201000789,801000003,,,1.0
R_000148,201000782,201000790,801000003,,,2.0
R_000149,201000782,201000791,801000003,,,3.0
R_000150,201000782,201000792,801000003,,,4.0
R_000151,201000782,201000793,801000003,,,5.0
R_000152,201000782,201000794,801000003,,,6.0
R_000153,201000782,201000795,801000003,,,7.0
R_000154,201000782,770000000,801000004,,,
R_000155,201000782,620000000,801000005,,,
R_000156,201000796,201000797,801000001,200,g,
R_000157,201000796,201000798,801000001,40,g,
R_000158,201000796,201000799,801000001,250,g,
R_000159,201000796,201000800,801000001,6,g,
R_000160,201000796,201000801,801000003,,,1.0
R_000161,201000796,201000802,801000003,,,2.0
R_000162,201000796,201000803,801000003,,,3.0
R_000163,201000796,201000804,801000003,,,4.0
R_000164,201000796,201000805,801000003,,,5.0
R_000165,201000796,201000806,801000003,,,6.0
R_000166,201000796,770000000,801000004,,,
R_000167,201000796,640000000,801000005,,,
R_000168,201000807,201000808,801000001,20,g,
R_000169,201000807,201000809,801000001,75,g,
R_000170,201000807,201000810,801000001,40,g,
R_000171,201000807,201000811,801000001,60,g,
R_000172,201000807,201000812,801000001,75,g,
R_000173,201000807,201000813,801000003,,,1.0
R_000174,201000807,201000814,801000003,,,2.0
R_000175,201000807,201000815,801000003,,,3.0
R_000176,201000807,201000816,801000003,,,4.0
R_000177,201000807,201000817,801000003,,,5.0
R_000178,201000807,201000818,801000003,,,6.0
R_000179,201000807,201000819,801000003,,,7.0
R_000180,201000807,201000820,801000003,,,8.0
R_000181,201000807,770000000,801000004,,,
R_000182,201000807,630000000,801000005,,,
R_000001,201000821,201000822,801000001,3,个,
R_000002,201000821,201000823,801000001,50,g,
R_000003,201000821,201000824,801000001,10,g,
R_000004,201000821,201000825,801000001,10,g,
R_000005,201000821,201000826,801000001,1,g,
R_000006,201000821,201000827,801000003,,,1.0
R_000007,201000821,201000828,801000003,,,2.0
R_000008,201000821,201000829,801000003,,,3.0
R_000009,201000821,201000830,801000003,,,4.0
R_000010,201000821,201000831,801000003,,,5.0
R_000011,201000821,201000832,801000003,,,6.0
R_000012,201000821,770000000,801000004,,,
R_000013,201000821,640000000,801000005,,,
R_000014,201000833,201000834,801000001,25,克,
R_000015,201000833,201000835,801000001,120,毫升,
R_000016,201000833,201000836,801000001,500,毫升,
R_000017,201000833,201000837,801000001,100,克,
R_000018,201000833,201000838,801000003,,,1.0
R_000019,201000833,201000839,801000003,,,2.0
R_000020,201000833,201000840,801000003,,,3.0
R_000021,201000833,201000841,801000003,,,4.0
R_000022,201000833,201000842,801000003,,,5.0
R_000023,201000833,201000843,801000003,,,6.0
R_000024,201000833,770000000,801000004,,,
R_000025,201000833,620000000,801000005,,,
R_000026,201000844,201000845,801000001,10,ml,
R_000027,201000844,201000846,801000001,10,ml,
R_000028,201000844,201000847,801000001,10,ml,
R_000029,201000844,201000848,801000003,,,1.0
R_000030,201000844,201000849,801000003,,,2.0
R_000031,201000844,201000850,801000003,,,3.0
R_000032,201000844,201000851,801000003,,,4.0
R_000033,201000844,201000852,801000003,,,5.0
R_000034,201000844,780000000,801000004,,,
R_000035,201000844,630000000,801000005,,,
R_000036,201000853,201000854,801000001,1,块,
R_000037,201000853,201000855,801000001,5,珠,
R_000038,201000853,201000856,801000001,20,毫升,
R_000039,201000853,201000857,801000001,45,毫升,
R_000040,201000853,201000858,801000001,10,毫升,
R_000041,201000853,201000859,801000001,适量,,
R_000042,201000853,201000860,801000001,适量,,
R_000043,201000853,201000861,801000003,,,1.0
R_000044,201000853,201000862,801000003,,,2.0
R_000045,201000853,201000863,801000003,,,3.0
R_000046,201000853,201000864,801000003,,,4.0
R_000047,201000853,201000865,801000003,,,5.0
R_000048,201000853,201000866,801000003,,,6.0
R_000049,201000853,201000867,801000003,,,7.0
R_000050,201000853,201000868,801000003,,,8.0
R_000051,201000853,201000869,801000003,,,9.0
R_000052,201000853,201000870,801000003,,,10.0
R_000053,201000853,201000871,801000003,,,11.0
R_000054,201000853,780000000,801000004,,,
R_000055,201000853,630000000,801000005,,,
R_000056,201000872,201000873,801000001,1000,g,
R_000057,201000872,201000874,801000001,300,g,
R_000058,201000872,201000875,801000003,,,1.0
R_000059,201000872,201000876,801000003,,,2.0
R_000060,201000872,201000877,801000003,,,3.0
R_000061,201000872,201000878,801000003,,,4.0
R_000062,201000872,201000879,801000003,,,5.0
R_000063,201000872,201000880,801000003,,,6.0
R_000064,201000872,780000000,801000004,,,
R_000065,201000872,620000000,801000005,,,
R_000066,201000881,201000882,801000001,100,毫升,
R_000067,201000881,201000883,801000001,500,毫升,
R_000068,201000881,201000884,801000001,1,个,
R_000069,201000881,201000885,801000001,300,克,
R_000070,201000881,201000886,801000003,,,1.0
R_000071,201000881,201000887,801000003,,,2.0
R_000072,201000881,201000888,801000003,,,3.0
R_000073,201000881,201000889,801000003,,,4.0
R_000074,201000881,201000890,801000003,,,5.0
R_000075,201000881,201000891,801000003,,,6.0
R_000076,201000881,201000892,801000003,,,7.0
R_000077,201000881,201000893,801000003,,,8.0
R_000078,201000881,780000000,801000004,,,
R_000079,201000881,620000000,801000005,,,
R_000080,201000894,201000895,801000001,2,包,
R_000081,201000894,201000896,801000001,11-12,克,
R_000082,201000894,201000897,801000001,5-7,克,
R_000083,201000894,201000898,801000001,180-200,毫升,
R_000084,201000894,201000899,801000003,,,1.0
R_000085,201000894,201000900,801000003,,,2.0
R_000086,201000894,201000901,801000003,,,3.0
R_000087,201000894,201000902,801000003,,,4.0
R_000088,201000894,780000000,801000004,,,
R_000089,201000894,620000000,801000005,,,
R_000090,201000903,201000904,801000001,24,g,
R_000091,201000903,201000905,801000001,50,ml,
R_000092,201000903,201000906,801000001,2,小块,
R_000093,201000903,201000907,801000001,1,粒,
R_000094,201000903,201000908,801000001,1/2,粒,
R_000095,201000903,201000909,801000001,150,ml,
R_000096,201000903,201000910,801000001,适量,,
R_000097,201000903,201000911,801000001,适量,,
R_000098,201000903,201000912,801000003,,,1.0
R_000099,201000903,201000913,801000003,,,2.0
R_000100,201000903,201000914,801000003,,,3.0
R_000101,201000903,201000915,801000003,,,4.0
R_000102,201000903,780000000,801000004,,,
R_000103,201000903,620000000,801000005,,,
R_000104,201000916,201000917,801000001,1177,克,
R_000105,201000916,201000918,801000001,120,克,
R_000106,201000916,201000919,801000001,9,克,
R_000107,201000916,201000920,801000001,48,克,
R_000108,201000916,201000921,801000003,,,1.0
R_000109,201000916,201000922,801000003,,,2.0
R_000110,201000916,201000923,801000003,,,3.0
R_000111,201000916,201000924,801000003,,,4.0
R_000112,201000916,201000925,801000003,,,5.0
R_000113,201000916,780000000,801000004,,,
R_000114,201000916,610000000,801000005,,,
R_000115,201000926,201000927,801000001,15,ml,
R_000116,201000926,201000928,801000001,15,ml,
R_000117,201000926,201000929,801000001,15,ml,
R_000118,201000926,201000930,801000001,15,ml,
R_000119,201000926,201000931,801000001,15,ml,
R_000120,201000926,201000932,801000001,30,ml,
R_000121,201000926,201000933,801000001,20,ml,
R_000122,201000926,201000934,801000001,75,ml,
R_000123,201000926,201000935,801000001,1,个,
R_000124,201000926,201000936,801000001,100,克,
R_000125,201000926,201000937,801000003,,,1.0
R_000126,201000926,201000938,801000003,,,2.0
R_000127,201000926,201000939,801000003,,,3.0
R_000128,201000926,201000940,801000003,,,4.0
R_000129,201000926,201000941,801000003,,,5.0
R_000130,201000926,201000942,801000003,,,6.0
R_000131,201000926,780000000,801000004,,,
R_000132,201000926,620000000,801000005,,,
R_000001,201000943,201000944,801000001,200,g,
R_000002,201000943,201000945,801000001,2000,g,
R_000003,201000943,201000946,801000001,10ml/10g,ml/g,
R_000004,201000943,201000947,801000003,,,1.0
R_000005,201000943,201000948,801000003,,,2.0
R_000006,201000943,201000949,801000003,,,3.0
R_000007,201000943,201000950,801000003,,,4.0
R_000008,201000943,201000951,801000003,,,5.0
R_000009,201000943,780000000,801000004,,,
R_000010,201000943,620000000,801000005,,,
R_000011,201000952,201000953,801000001,2,个,
R_000012,201000952,201000954,801000001,1/2,个,
R_000013,201000952,201000955,801000001,4,叶,
R_000014,201000952,201000956,801000001,700,ml,
R_000015,201000952,201000957,801000001,12,克,
R_000016,201000952,201000958,801000003,,,1.0
R_000017,201000952,201000959,801000003,,,2.0
R_000018,201000952,201000960,801000003,,,3.0
R_000019,201000952,201000961,801000003,,,4.0
R_000020,201000952,201000962,801000003,,,5.0
R_000021,201000952,201000963,801000003,,,6.0
R_000022,201000952,201000964,801000003,,,7.0
R_000023,201000952,201000965,801000003,,,8.0
R_000024,201000952,780000000,801000004,,,
R_000025,201000952,610000000,801000005,,,
R_000026,201000966,201000967,801000001,40~45,克,
R_000027,201000966,201000968,801000001,40~45,克,
R_000028,201000966,201000969,801000001,几块,块,
R_000029,201000966,201000970,801000003,,,1.0
R_000030,201000966,201000971,801000003,,,2.0
R_000031,201000966,201000972,801000003,,,3.0
R_000032,201000966,201000973,801000003,,,4.0
R_000033,201000966,201000974,801000003,,,5.0
R_000034,201000966,201000975,801000003,,,6.0
R_000035,201000966,780000000,801000004,,,
R_000036,201000966,610000000,801000005,,,
R_000037,201000976,201000977,801000001,600,毫升,
R_000038,201000976,201000978,801000001,20,克,
R_000039,201000976,201000979,801000001,24,克,
R_000040,201000976,201000980,801000001,18,毫升,
R_000041,201000976,201000981,801000001,24,克,
R_000042,201000976,201000982,801000003,,,1.0
R_000043,201000976,201000983,801000003,,,2.0
R_000044,201000976,201000984,801000003,,,3.0
R_000045,201000976,201000985,801000003,,,4.0
R_000046,201000976,201000986,801000003,,,5.0
R_000047,201000976,201000987,801000003,,,6.0
R_000048,201000976,780000000,801000004,,,
R_000049,201000976,630000000,801000005,,,
R_000050,201000988,201000989,801000001,15,ml,
R_000051,201000988,201000990,801000001,35~50,ml,
R_000052,201000988,201000991,801000001,50,ml,
R_000053,201000988,201000992,801000001,30,ml,
R_000054,201000988,201000993,801000001,15,ml,
R_000055,201000988,201000994,801000001,15,ml,
R_000056,201000988,201000995,801000001,适量,,
R_000057,201000988,201000996,801000001,1,片,
R_000058,201000988,201000997,801000003,,,1.0
R_000059,201000988,201000998,801000003,,,2.0
R_000060,201000988,201000999,801000003,,,3.0
R_000061,201000988,201001000,801000003,,,4.0
R_000062,201000988,201001001,801000003,,,5.0
R_000063,201000988,201001002,801000003,,,6.0
R_000064,201000988,201001003,801000003,,,7.0
R_000065,201000988,201001004,801000003,,,8.0
R_000066,201000988,780000000,801000004,,,
R_000067,201000988,630000000,801000005,,,
R_000068,201001005,201001006,801000001,3,个,
R_000069,201001005,201001007,801000001,1,个,
R_000070,201001005,201001008,801000001,3~6,克,
R_000071,201001005,201001009,801000001,150,毫升,
R_000072,201001005,201001010,801000001,160,克,
R_000073,201001005,201001011,801000001,30,克,
R_000074,201001005,201001012,801000001,10,克,
R_000075,201001005,201001013,801000001,适量,,
R_000076,201001005,201001014,801000003,,,1.0
R_000077,201001005,201001015,801000003,,,2.0
R_000078,201001005,201001016,801000003,,,3.0
R_000079,201001005,201001017,801000003,,,4.0
R_000080,201001005,780000000,801000004,,,
R_000081,201001005,630000000,801000005,,,
R_000082,201001018,201001019,801000001,500,ml,
R_000083,201001018,201001020,801000001,10,g,
R_000084,201001018,201001021,801000001,适量,,
R_000085,201001018,201001022,801000003,,,1.0
R_000086,201001018,201001023,801000003,,,2.0
R_000087,201001018,201001024,801000003,,,3.0
R_000088,201001018,201001025,801000003,,,4.0
R_000089,201001018,201001026,801000003,,,5.0
R_000090,201001018,780000000,801000004,,,
R_000091,201001018,610000000,801000005,,,
R_000092,201001027,201001028,801000001,1~2,个,
R_000093,201001027,201001029,801000001,2~4,克,
R_000094,201001027,201001030,801000001,60,克,
R_000095,201001027,201001031,801000001,10,克,
R_000096,201001027,201001032,801000003,,,1.0
R_000097,201001027,201001033,801000003,,,2.0
R_000098,201001027,201001034,801000003,,,3.0
R_000099,201001027,201001035,801000003,,,4.0
R_000100,201001027,201001036,801000003,,,5.0
R_000101,201001027,780000000,801000004,,,
R_000102,201001027,620000000,801000005,,,
R_000103,201001037,201001038,801000001,30,ml,
R_000104,201001037,201001039,801000001,60,ml,
R_000105,201001037,201001040,801000001,50,g,
R_000106,201001037,201001041,801000001,30,ml,
R_000107,201001037,201001042,801000001,30,ml,
R_000108,201001037,201001043,801000001,10,ml,
R_000109,201001037,201001044,801000001,8,g,
R_000110,201001037,201001045,801000001,0.5,g,
R_000111,201001037,201001046,801000001,5,ml,
R_000112,201001037,201001047,801000003,,,1.0
R_000113,201001037,201001048,801000003,,,2.0
R_000114,201001037,201001049,801000003,,,3.0
R_000115,201001037,201001050,801000003,,,4.0
R_000116,201001037,780000000,801000004,,,
R_000117,201001037,630000000,801000005,,,
R_000118,201001051,201001052,801000001,800,g,
R_000119,201001051,201001053,801000001,8,g,
R_000120,201001051,201001054,801000001,1320,g,
R_000121,201001051,201001055,801000001,20,ml,
R_000122,201001051,201001056,801000003,,,1.0
R_000123,201001051,201001057,801000003,,,2.0
R_000124,201001051,201001058,801000003,,,3.0
R_000125,201001051,201001059,801000003,,,4.0
R_000126,201001051,201001060,801000003,,,5.0
R_000127,201001051,201001061,801000003,,,6.0
R_000128,201001051,201001062,801000003,,,7.0
R_000129,201001051,780000000,801000004,,,
R_000130,201001051,640000000,801000005,,,
R_000001,201001163,720000000,801000004,,,
R_000002,201001163,630000000,801000005,,,
R_000003,201001164,720000000,801000004,,,
R_000004,201001164,640000000,801000005,,,
R_000005,201001165,720000000,801000004,,,
R_000006,201001165,650000000,801000005,,,
R_000007,201001166,720000000,801000004,,,
R_000008,201001166,630000000,801000005,,,
R_000009,201001167,720000000,801000004,,,
R_000010,201001167,630000000,801000005,,,
R_000011,201001168,201001169,801000001,20,个,
R_000012,201001168,201001170,801000001,20,ml,
R_000013,201001168,201001171,801000001,200,g,
R_000014,201001168,201001172,801000001,1-2,g,
R_000015,201001168,201001173,801000001,10,ml,
R_000016,201001168,201001174,801000001,10,ml,
R_000017,201001168,201001175,801000001,50,g,
R_000018,201001168,201001176,801000001,10,g,
R_000019,201001168,201001177,801000001,10,g,
R_000020,201001168,201001178,801000001,5,g,
R_000021,201001168,201001179,801000003,,,1.0
R_000022,201001168,201001180,801000003,,,2.0
R_000023,201001168,201001181,801000003,,,3.0
R_000024,201001168,201001182,801000003,,,4.0
R_000025,201001168,720000000,801000004,,,
R_000026,201001168,630000000,801000005,,,
R_000027,201001183,201001184,801000001,500,克,
R_000028,201001183,201001185,801000001,适量,,
R_000029,201001183,201001186,801000001,2,个,
R_000030,201001183,201001187,801000001,30,克,
R_000031,201001183,201001188,801000001,120,克,
R_000032,201001183,201001189,801000001,20,克,
R_000033,201001183,201001190,801000001,15,克,
R_000034,201001183,201001191,801000001,15,克,
R_000035,201001183,201001192,801000001,80,克,
R_000036,201001183,201001193,801000001,4,克,
R_000037,201001183,201001194,801000001,2,克,
R_000038,201001183,201001195,801000001,3,克,
R_000039,201001183,201001196,801000001,5,克,
R_000040,201001183,201001197,801000001,5,克,
R_000041,201001183,201001198,801000001,3,克,
R_000042,201001183,201001199,801000001,3,克,
R_000043,201001183,201001200,801000001,8,克,
R_000044,201001183,201001201,801000003,,,1.0
R_000045,201001183,201001202,801000003,,,2.0
R_000046,201001183,201001203,801000003,,,3.0
R_000047,201001183,201001204,801000003,,,4.0
R_000048,201001183,201001205,801000003,,,5.0
R_000049,201001183,720000000,801000004,,,
R_000050,201001183,630000000,801000005,,,
R_000051,201001206,720000000,801000004,,,
R_000052,201001206,630000000,801000005,,,
R_000053,201001207,720000000,801000004,,,
R_000054,201001207,640000000,801000005,,,
R_000055,201001208,650000000,801000005,,,
R_000001,201001209,720000000,801000004,,,
R_000002,201001209,630000000,801000005,,,
R_000003,201001210,640000000,801000005,,,
R_000004,201001211,640000000,801000005,,,
R_000005,201001212,720000000,801000004,,,
R_000006,201001212,650000000,801000005,,,
R_000007,201001213,720000000,801000004,,,
R_000008,201001213,630000000,801000005,,,
R_000009,201001214,720000000,801000004,,,
R_000010,201001214,630000000,801000005,,,
R_000011,201001215,720000000,801000004,,,
R_000012,201001215,650000000,801000005,,,
R_000013,201001216,630000000,801000005,,,
R_000014,201001217,640000000,801000005,,,
R_000015,201001218,720000000,801000004,,,
R_000016,201001218,630000000,801000005,,,
R_000001,201001219,720000000,801000004,,,
R_000002,201001219,640000000,801000005,,,
R_000003,201001220,640000000,801000005,,,
R_000004,201001221,710000000,801000004,,,
R_000005,201001221,630000000,801000005,,,
R_000006,201001222,640000000,801000005,,,
R_000007,201001223,720000000,801000004,,,
R_000008,201001223,620000000,801000005,,,
R_000009,201001224,650000000,801000005,,,
R_000010,201001225,630000000,801000005,,,
R_000011,201001226,720000000,801000004,,,
R_000012,201001226,630000000,801000005,,,
R_000013,201001227,720000000,801000004,,,
R_000014,201001227,630000000,801000005,,,
R_000015,201001228,720000000,801000004,,,
R_000016,201001228,640000000,801000005,,,
R_000001,201001229,630000000,801000005,,,
R_000002,201001230,720000000,801000004,,,
R_000003,201001230,630000000,801000005,,,
R_000004,201001231,720000000,801000004,,,
R_000005,201001231,630000000,801000005,,,
R_000006,201001232,630000000,801000005,,,
R_000007,201001233,720000000,801000004,,,
R_000008,201001233,640000000,801000005,,,
R_000009,201001234,720000000,801000004,,,
R_000010,201001234,630000000,801000005,,,
R_000011,201001235,630000000,801000005,,,
R_000012,201001236,720000000,801000004,,,
R_000013,201001236,630000000,801000005,,,
R_000014,201001237,720000000,801000004,,,
R_000015,201001237,650000000,801000005,,,
R_000016,201001238,640000000,801000005,,,
R_000001,201001239,640000000,801000005,,,
R_000002,201001240,720000000,801000004,,,
R_000003,201001240,640000000,801000005,,,
R_000004,201001241,630000000,801000005,,,
R_000005,201001242,630000000,801000005,,,
R_000006,201001243,720000000,801000004,,,
R_000007,201001243,630000000,801000005,,,
R_000008,201001244,720000000,801000004,,,
R_000009,201001244,630000000,801000005,,,
R_000010,201001245,720000000,801000004,,,
R_000011,201001245,640000000,801000005,,,
R_000012,201001246,720000000,801000004,,,
R_000013,201001246,630000000,801000005,,,
R_000014,201001247,720000000,801000004,,,
R_000015,201001247,640000000,801000005,,,
R_000016,201001248,640000000,801000005,,,
R_000001,201001249,720000000,801000004,,,
R_000002,201001249,650000000,801000005,,,
R_000003,201001250,720000000,801000004,,,
R_000004,201001250,640000000,801000005,,,
R_000005,201001251,640000000,801000005,,,
R_000006,201001252,720000000,801000004,,,
